slug,name,environment,targetPath,targetFile,prompt,negativePrompt,characterReference,environmentReference
"reverse-lunge-to-chair-support","Reverse Lunge to Chair Support","home","backend/public/exercises/reverse-lunge-to-chair-support/reverse_lunge_to_chair_support.png","reverse_lunge_to_chair_support.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Reverse Lunge to Chair Support. Training environment: home. Muscle focus: Legs. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Ponte de pie junto a un apoyo estable. RIGHT pose: Empuja con la pierna delantera para volver arriba. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"romanian-deadlifts","Romanian Deadlifts","gym","backend/public/exercises/romanian-deadlifts/romanian_deadlifts.png","romanian_deadlifts.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Romanian Deadlifts. Training environment: gym. Muscle focus: Legs. Category: Strength. Equipment required: Barbell. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Párate con los pies a la anchura de las caderas sosteniendo una barra. RIGHT pose: Mantén la espalda recta y la barra cerca de las piernas. Minimal premium gym background with the SAME scene for every gym exercise: elegant modern training studio, neutral matte floor, soft studio lighting, only the exact equipment required by the exercise visible, no crowd, no extra machines unless needed. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, park, grass, outdoor scene, living room, home furniture, crowded commercial gym, too many machines, chaotic background","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_gym.png"
"rowing-machine","Rowing Machine","gym","backend/public/exercises/rowing-machine/rowing_machine.png","rowing_machine.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Rowing Machine. Training environment: gym. Muscle focus: Full Body. Category: Cardio. Equipment required: Machine. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en la máquina con los pies asegurados. RIGHT pose: Luego inclínate hacia atrás. Minimal premium gym background with the SAME scene for every gym exercise: elegant modern training studio, neutral matte floor, soft studio lighting, only the exact equipment required by the exercise visible, no crowd, no extra machines unless needed. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, park, grass, outdoor scene, living room, home furniture, crowded commercial gym, too many machines, chaotic background","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_gym.png"
"russian-twists","Russian Twists","home","backend/public/exercises/russian-twists/russian_twists.png","russian_twists.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Russian Twists. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en el suelo con las rodillas flexionadas. RIGHT pose: Rota el torso de lado a lado. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-arnold-press","Seated Arnold Press","home","backend/public/exercises/seated-arnold-press/seated_arnold_press.png","seated_arnold_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Arnold Press. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate erguido con mancuernas delante del pecho. RIGHT pose: Termina con brazos arriba sin encoger hombros. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-band-chest-fly","Seated Band Chest Fly","home","backend/public/exercises/seated-band-chest-fly/seated_band_chest_fly.png","seated_band_chest_fly.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Band Chest Fly. Training environment: home. Muscle focus: Chest. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate y pasa la banda por la espalda alta. RIGHT pose: Mantén hombros bajos y pecho abierto. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-band-chest-press","Seated Band Chest Press","home","backend/public/exercises/seated-band-chest-press/seated_band_chest_press.png","seated_band_chest_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Band Chest Press. Training environment: home. Muscle focus: Chest. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate erguido y pasa la banda alrededor de la espalda alta. RIGHT pose: Mantén el pecho abierto y hombros bajos. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-cable-rows","Seated Cable Rows","gym","backend/public/exercises/seated-cable-rows/seated_cable_rows.png","seated_cable_rows.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Cable Rows. Training environment: gym. Muscle focus: Back. Category: Strength. Equipment required: Cables. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en la máquina con los pies en los soportes. RIGHT pose: Aprieta los omóplatos juntos. Minimal premium gym background with the SAME scene for every gym exercise: elegant modern training studio, neutral matte floor, soft studio lighting, only the exact equipment required by the exercise visible, no crowd, no extra machines unless needed. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, park, grass, outdoor scene, living room, home furniture, crowded commercial gym, too many machines, chaotic background","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_gym.png"
"seated-front-raise","Seated Front Raise","home","backend/public/exercises/seated-front-raise/seated_front_raise.png","seated_front_raise.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Front Raise. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate erguido con una mancuerna en cada mano. RIGHT pose: Pausa brevemente sin encoger hombros. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-hammer-curl","Seated Hammer Curl","home","backend/public/exercises/seated-hammer-curl/seated_hammer_curl.png","seated_hammer_curl.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Hammer Curl. Training environment: home. Muscle focus: Arms. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate erguido con palmas enfrentadas. RIGHT pose: Aprieta arriba un instante. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-lateral-raise","Seated Lateral Raise","home","backend/public/exercises/seated-lateral-raise/seated_lateral_raise.png","seated_lateral_raise.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Lateral Raise. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate con una mancuerna en cada mano. RIGHT pose: Haz una breve pausa controlada. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-rear-delt-fly","Seated Rear Delt Fly","home","backend/public/exercises/seated-rear-delt-fly/seated_rear_delt_fly.png","seated_rear_delt_fly.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Rear Delt Fly. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate al borde del banco o silla e inclina el torso. RIGHT pose: Aprieta la parte alta de la espalda al final. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-resistance-band-row","Seated Resistance Band Row","home","backend/public/exercises/seated-resistance-band-row/seated_resistance_band_row.png","seated_resistance_band_row.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Resistance Band Row. Training environment: home. Muscle focus: Back. Category: Strength. Equipment required: Resistance Bands. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate con piernas extendidas y la banda alrededor de los pies. RIGHT pose: Aprieta escápulas al final del movimiento. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"seated-supinating-curl","Seated Supinating Curl","home","backend/public/exercises/seated-supinating-curl/seated_supinating_curl.png","seated_supinating_curl.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Seated Supinating Curl. Training environment: home. Muscle focus: Arms. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate con una mancuerna en cada mano. RIGHT pose: Aprieta al llegar arriba. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"shoulder-press","Shoulder Press","home","backend/public/exercises/shoulder-press/shoulder_press.png","shoulder_press.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Shoulder Press. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Siéntate en un banco con respaldo vertical. RIGHT pose: Empuja las mancuernas hacia arriba hasta extender los brazos. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"shrugs","Shrugs","home","backend/public/exercises/shrugs/shrugs.png","shrugs.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Shrugs. Training environment: home. Muscle focus: Shoulders. Category: Strength. Equipment required: Dumbbells. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Párate con una mancuerna en cada mano. RIGHT pose: Mantén un segundo arriba. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"side-plank","Side Plank","home","backend/public/exercises/side-plank/side_plank.png","side_plank.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Side Plank. Training environment: home. Muscle focus: Core. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Acuéstate de lado apoyado en un antebrazo. RIGHT pose: Cuerpo en línea recta. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
"side-lying-leg-raise","Side-Lying Leg Raise","home","backend/public/exercises/side-lying-leg-raise/side_lying_leg_raise.png","side_lying_leg_raise.png","Professional 3D fitness instructional illustration using the ATTACHED CHARACTER MODEL as the exact identity reference. Keep the same stylized 3D cartoon male character across every image: short brown hair, vivid green eyes, moustache, compact athletic proportions, friendly premium app look. Clothing must remain identical in all images: black athletic t-shirt, black shorts, black training shoes. Exercise: Side-Lying Leg Raise. Training environment: home. Muscle focus: Glutes. Category: Strength. Equipment required: Bodyweight. Show two poses in the same image, LEFT = START and RIGHT = END, with a subtle movement arrow and small labels START and END. LEFT pose: Túmbate de lado con piernas alineadas. RIGHT pose: Haz una breve pausa arriba. Minimal premium home workout set with the SAME clean background for every home exercise: soft warm natural light, matte light wall, subtle floor shadow, one black mat on the floor, compact dumbbells and a folded resistance band placed neatly in the scene, no furniture clutter, no extra props. High quality, premium fitness app style, centered composition, full body visible when possible, biomechanically correct posture, consistent facial features and body proportions.","extra fingers, mutated hands, malformed hands, deformed hands, extra arms, extra legs, duplicated body parts, twisted limbs, bad anatomy, poor biomechanics, incorrect exercise form, blurry, low quality, low resolution, text artifacts, watermark, logo, cropped head, cropped feet, out of frame, wrong eye color, different clothes, different character, multiple characters, photorealistic adult human style, horror, violence, outdoor park, trees, grass, road, gym machines, cable station, barbell rack, crowded room, windows with strong scenery","ai/comfy/references/athlete/modelos-masc/modelo_gym_masc_31_40.png","ai/comfy/references/environments/entorno_home.png"
